cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report
5987,6357153,"ALEXANDER JR, JOHN MCKNITT",NC,SENATE,15,RALEIGH TRUCK RENTALS,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928349-NC-ALEXANDER-JR-JOHN-MCKNITT
5988,5957637,"ALEXANDER JR, KELLY",NC,HOUSE,107,ALEXANDER FUNERAL HOME,MISCELLANEOUS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928353-NC-ALEXANDER-JR-KELLY
5989,5865635,"APODACA, THOMAS",NC,SENATE,48,A+A BONDING AGENCY INC.,MISCELLANEOUS FINANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928359-NC-APODACA-THOMAS-M
5990,5865635,"APODACA, THOMAS",NC,SENATE,48,ACCREDITED SURETY + CASUALTY,"MISCELLANEOUS FINANCE, INSURANCE & REAL ESTATE",HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928359-NC-APODACA-THOMAS-M
5991,5865635,"APODACA, THOMAS",NC,SENATE,48,FTA PROPERTIES LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928359-NC-APODACA-THOMAS-M
5992,5865635,"APODACA, THOMAS",NC,SENATE,48,SE SURETIES GROUP INC.,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928359-NC-APODACA-THOMAS-M
5993,5865635,"APODACA, THOMAS",NC,SENATE,48,SIERRA INVESTMENT PROPERTIES,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928359-NC-APODACA-THOMAS-M
5994,10886111,"ARP, LARRY DEAN",NC,HOUSE,69,ARP ENGINEERING,CONSTRUCTION SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928364-NC-ARP-LARRY-DEAN
5995,5849529,"AVILA, MARILYN",NC,HOUSE,40,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928367-NC-AVILA-MARILYN
5996,10886781,"BAREFOOT, JOHN",NC,SENATE,18,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928371-NC-BAREFOOT-JOHN-CHADWICK-CHAD
5997,10886780,"BARRINGER, TAMARA",NC,SENATE,17,ABAIGEAL PROPERTIES LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928375-NC-BARRINGER-TAMARA-P
5998,10886780,"BARRINGER, TAMARA",NC,SENATE,17,JJB PROPERTIES LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928375-NC-BARRINGER-TAMARA-P
5999,10886780,"BARRINGER, TAMARA",NC,SENATE,17,UNC-CHARLOTTE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928375-NC-BARRINGER-TAMARA-P
6000,10886032,"BASKERVILLE, NATHAN",NC,HOUSE,32,NATHAN A. BASKERVILLE PLLC,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928377-NC-BASKERVILLE-NATHAN
6001,10886006,"BELL IV, JOHN",NC,HOUSE,10,CAROLINA CONSULTING,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928383-NC-BELL-IV-JOHN-RICHARD
6002,10886006,"BELL IV, JOHN",NC,HOUSE,10,NC COMMUNITY FEDERAL CREDIT UNION,CREDIT UNIONS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928383-NC-BELL-IV-JOHN-RICHARD
6003,10886006,"BELL IV, JOHN",NC,HOUSE,10,SALEM STRATEGIES,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928383-NC-BELL-IV-JOHN-RICHARD
6004,13003889,"BELL, LARRY",NC,HOUSE,21,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928388-NC-BELL-LARRY-MOSELEY
6005,6180300,"BERGER SR, PHILIP EDWARD",NC,SENATE,26,BERGER LAW FIRM PC,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928395-NC-BERGER-SR-PHILIP-EDWARD
6006,6180300,"BERGER SR, PHILIP EDWARD",NC,SENATE,26,"PPK CO, LLC",REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928395-NC-BERGER-SR-PHILIP-EDWARD
6007,5886543,"BINGHAM, STANLEY WALKER (STAN)",NC,SENATE,33,BANK OF NORTH CAROLINA,COMMERCIAL BANKS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928400-NC-BINGHAM-STANLEY-WALKER-STAN
6008,5886543,"BINGHAM, STANLEY WALKER (STAN)",NC,SENATE,33,BINGHAM DAUGHTERS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928400-NC-BINGHAM-STANLEY-WALKER-STAN
6009,5886543,"BINGHAM, STANLEY WALKER (STAN)",NC,SENATE,33,BINGHAM PUBLISHING INC.,PRINTING & PUBLISHING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928400-NC-BINGHAM-STANLEY-WALKER-STAN
6010,5886543,"BINGHAM, STANLEY WALKER (STAN)",NC,SENATE,33,DAVIDSON TIRE INC.,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928400-NC-BINGHAM-STANLEY-WALKER-STAN
6011,5886543,"BINGHAM, STANLEY WALKER (STAN)",NC,SENATE,33,FIRST BANK,COMMERCIAL BANKS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928400-NC-BINGHAM-STANLEY-WALKER-STAN
6012,23596317,"BISHOP, JAMES",NC,HOUSE,104,"ERWIN, BISHOP, CAPITANO & MOSS PA",LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928404-NC-BISHOP-JAMES-DANIEL-DAN
6013,5950229,"BLACKWELL, HUGH",NC,HOUSE,86,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928407-NC-BLACKWELL-HUGH
6014,5878339,"BLUE JR, DANIEL",NC,SENATE,14,BLUE STEPHENS & FELLERS LLP,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928418-NC-BLUE-JR-DANIEL-T
6015,5878339,"BLUE JR, DANIEL",NC,SENATE,14,DUKE UNIVERSITY HEALTH SYSTEM,HOSPITALS & NURSING HOMES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928418-NC-BLUE-JR-DANIEL-T
6016,5878339,"BLUE JR, DANIEL",NC,SENATE,14,FIRST BANCORP,COMMERCIAL BANKS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928418-NC-BLUE-JR-DANIEL-T
6017,5878339,"BLUE JR, DANIEL",NC,SENATE,14,FIRST BANK,COMMERCIAL BANKS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928418-NC-BLUE-JR-DANIEL-T
6018,5878339,"BLUE JR, DANIEL",NC,SENATE,14,THIGPEN BLUE & STEPHENS,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928418-NC-BLUE-JR-DANIEL-T
6019,13003908,"BLUST, JOHN M.",NC,HOUSE,62,"IVEY, MCCLELLAN, GATTON & TOLCOTT LLP",LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928423-NC-BLUST-JOHN-M
6020,5933216,"BOLES, JAMES",NC,HOUSE,52,BOLES FAMILY LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928427-NC-BOLES-JAMES-LARRY-JAMIE
6021,5933216,"BOLES, JAMES",NC,HOUSE,52,BOLES FUNERAL HOME AND CREMATORY INC.,MISCELLANEOUS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928427-NC-BOLES-JAMES-LARRY-JAMIE
6022,5933216,"BOLES, JAMES",NC,HOUSE,52,J&A PROPERTIES,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928427-NC-BOLES-JAMES-LARRY-JAMIE
6023,5933216,"BOLES, JAMES",NC,HOUSE,52,LONGLEAF CREMATORY INC.,MISCELLANEOUS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928427-NC-BOLES-JAMES-LARRY-JAMIE
6024,5933216,"BOLES, JAMES",NC,HOUSE,52,LONGLEAF FUNERAL GROUP INC.,MISCELLANEOUS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928427-NC-BOLES-JAMES-LARRY-JAMIE
6025,23442069,"BRADFORD III, JOHN RAY",NC,HOUSE,98,PARK AVENUE PROPERTIES LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928432-NC-BRADFORD-III-JOHN-RAY
6026,23442069,"BRADFORD III, JOHN RAY",NC,HOUSE,98,TOWN OF CORNELIUS,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928432-NC-BRADFORD-III-JOHN-RAY
6027,6686950,"BRAWLEY JR, WILLIAM M (BILL)",NC,HOUSE,103,WILLIAM BRAWLEY CREA (COMMERCIAL REAL ESTATE),REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928437-NC-BRAWLEY-JR-WILLIAM-M-BILL
6028,5847124,"BRISSON, WILLIAM DALE",NC,HOUSE,22,BRISSON FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928442-NC-BRISSON-WILLIAM-DALE
6029,5893835,"BROCK, ANDREW",NC,SENATE,34,BROCK COMMUNICATION (?),EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928446-NC-BROCK-ANDREW-C
6030,23442049,"BROCKMAN, CECIL",NC,HOUSE,60,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928450-NC-BROCKMAN-CECIL-ANTONIO
6031,10886090,"BRODY, MARK",NC,HOUSE,55,(GENERAL CONTRACTOR),GENERAL CONTRACTORS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928453-NC-BRODY-MARK-ALLEN
6032,6014639,"BROWN, ALICIA POWELL (RAYNE)",NC,HOUSE,81,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928459-NC-BROWN-ALICIA-POWELL-RAYNE
6033,10886003,"BROWN, BRIAN",NC,HOUSE,9,BRIROCO HOLDINGS,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928462-NC-BROWN-BRIAN-MATHEW
6034,10886003,"BROWN, BRIAN",NC,HOUSE,9,REP EXPRESS LLC,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928462-NC-BROWN-BRIAN-MATHEW
6035,6052534,"BROWN, HARRY",NC,SENATE,6,AMERICAN TOWER,TELECOM SERVICES & EQUIPMENT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928467-NC-BROWN-HARRY-COOLIDGE
6036,6052534,"BROWN, HARRY",NC,SENATE,6,B&M BROADCASTING,TV & MOVIE PRODUCTION/DISTRIBUTION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928467-NC-BROWN-HARRY-COOLIDGE
6037,6052534,"BROWN, HARRY",NC,SENATE,6,COASTAL BANK & TRUST,COMMERCIAL BANKS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928467-NC-BROWN-HARRY-COOLIDGE
6038,6052534,"BROWN, HARRY",NC,SENATE,6,EQUINE COUNTRY USA,LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928467-NC-BROWN-HARRY-COOLIDGE
6039,6052534,"BROWN, HARRY",NC,SENATE,6,HARRY C. BROWN FAMILY LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928467-NC-BROWN-HARRY-COOLIDGE
6040,6052534,"BROWN, HARRY",NC,SENATE,6,HRL REINSURANCE,INSURANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928467-NC-BROWN-HARRY-COOLIDGE
6041,6052534,"BROWN, HARRY",NC,SENATE,6,NATIONAL AUTOMOTIVE GROUP,AUTOMOTIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928467-NC-BROWN-HARRY-COOLIDGE
6042,10886153,"BRYAN III, ROBERT",NC,HOUSE,88,STARKINDLER LAKEVIEW GENERAL PARTNERSHIP,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928471-NC-BRYAN-III-ROBERT-P
6043,10886153,"BRYAN III, ROBERT",NC,HOUSE,88,VERDE BEEF INVESTMENTS LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928471-NC-BRYAN-III-ROBERT-P
6044,10886153,"BRYAN III, ROBERT",NC,HOUSE,88,WOMBLE CARLYLE SANDRIDGE & RICE LLP,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928471-NC-BRYAN-III-ROBERT-P
6045,5917059,"BRYANT, ANGELA",NC,SENATE,4,ANGELA BRYANT CONSULTING,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928474-NC-BRYANT-ANGELA-REBECCA
6046,5917059,"BRYANT, ANGELA",NC,SENATE,4,MCFARLIN COMMUNITY DEVELOPMENT,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928474-NC-BRYANT-ANGELA-REBECCA
6047,5917059,"BRYANT, ANGELA",NC,SENATE,4,PROJECT MOMENTUM INC.,HEALTH SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928474-NC-BRYANT-ANGELA-REBECCA
6048,5917059,"BRYANT, ANGELA",NC,SENATE,4,VIDANT EDGECOMBE HOSPITAL,HOSPITALS & NURSING HOMES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928474-NC-BRYANT-ANGELA-REBECCA
6049,5917059,"BRYANT, ANGELA",NC,SENATE,4,VISIONS INC.,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928474-NC-BRYANT-ANGELA-REBECCA
6050,5898007,"BUMGARDNER, DANA",NC,HOUSE,109,LPM INC.,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928478-NC-BUMGARDNER-DANA
6051,6670244,"BURR, JUSTIN",NC,HOUSE,67,BURR BAIL BONDS,MISCELLANEOUS FINANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928482-NC-BURR-JUSTIN-P
6052,6391673,"CARNEY, REBECCA",NC,HOUSE,102,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928486-NC-CARNEY-REBECCA-A-BECKY
6053,10886022,"CATLIN, RICHARD",NC,HOUSE,20,BOB HATTON REALTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928487-NC-CATLIN-RICHARD-GLYNDON
6054,10886022,"CATLIN, RICHARD",NC,HOUSE,20,CATLIN ENGINEERS AND SCIENTISTS,ENVIRONMENTAL SERVICES & EQUIPMENT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928487-NC-CATLIN-RICHARD-GLYNDON
6055,5878314,"CLARK III, ROBERT",NC,SENATE,21,GENERAL DYNAMICS INFORMATION TECHNOLOGY (GDIT),COMPUTER EQUIPMENT & SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928491-NC-CLARK-III-ROBERT-BENJAMIN-BEN
6056,5850750,"CLEVELAND, GEORGE",NC,HOUSE,14,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928494-NC-CLEVELAND-GEORGE-G
6057,13003905,"COLLINS, JEFFREY",NC,HOUSE,25,AXA ADVISORS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928499-NC-COLLINS-JEFFREY-LYNN
6058,13003905,"COLLINS, JEFFREY",NC,HOUSE,25,IHC INSURANCE,INSURANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928499-NC-COLLINS-JEFFREY-LYNN
6059,13003905,"COLLINS, JEFFREY",NC,HOUSE,25,METLIFE INSURANCE,INSURANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928499-NC-COLLINS-JEFFREY-LYNN
6060,13003905,"COLLINS, JEFFREY",NC,HOUSE,25,MSH INSURANCE,INSURANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928499-NC-COLLINS-JEFFREY-LYNN
6061,10886126,"CONRAD, DEBRA",NC,HOUSE,74,CONRAD MARKETING SPECIALISTS LLC,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928502-NC-CONRAD-DEBRA-L
6062,5909265,"COOK JR, WILLIAM MARVIN",NC,SENATE,1,PEPCO,ELECTRIC UTILITIES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928506-NC-COOK-JR-WILLIAM-MARVIN-BILL
6063,5924794,"COTHAM, PATRICIA",NC,HOUSE,100,KIDS KLUB LLC,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928510-NC-COTHAM-PATRICIA-ANN
6064,10886178,"CUNNINGHAM, CARLA",NC,HOUSE,106,HKL INC.,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928513-NC-CUNNINGHAM-CARLA-D
6065,10886178,"CUNNINGHAM, CARLA",NC,HOUSE,106,SUNBRIDGE COURT,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928513-NC-CUNNINGHAM-CARLA-D
6066,10886178,"CUNNINGHAM, CARLA",NC,HOUSE,106,VALLEYWOOD PLACE,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928513-NC-CUNNINGHAM-CARLA-D
6067,10886178,"CUNNINGHAM, CARLA",NC,HOUSE,106,WILMORE DRIVE,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928513-NC-CUNNINGHAM-CARLA-D
6068,5953261,"CURTIS, DAVID",NC,SENATE,44,CAROLINA EYE CARE,HEALTH PROFESSIONALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928517-NC-CURTIS-DAVID-LAMAR
6069,5953261,"CURTIS, DAVID",NC,SENATE,44,DAVID CURTIS FLP,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928517-NC-CURTIS-DAVID-LAMAR
6070,5953261,"CURTIS, DAVID",NC,SENATE,44,LINCOLN REALTY INVESTMENT,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928517-NC-CURTIS-DAVID-LAMAR
6071,6685849,"DANIEL, WARREN",NC,SENATE,46,DANIEL LAW FIRM PA,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928519-NC-DANIEL-WARREN-TODD
6072,6331572,"DAUGHTRY, NAMON",NC,HOUSE,26,DAUGHTRY FAMILY FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928525-NC-DAUGHTRY-NAMON-LEO
6073,6331572,"DAUGHTRY, NAMON",NC,HOUSE,26,"DAUGHTRY, WOODWARD, LAWRENCE & STARLING",LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928525-NC-DAUGHTRY-NAMON-LEO
6074,6331572,"DAUGHTRY, NAMON",NC,HOUSE,26,JOHNSTON COUNTY HAMS,FOOD PROCESSING & SALES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928525-NC-DAUGHTRY-NAMON-LEO
6075,6331572,"DAUGHTRY, NAMON",NC,HOUSE,26,MUTUAL DISTRIBUTING CO.,"BEER, WINE & LIQUOR",HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928525-NC-DAUGHTRY-NAMON-LEO
6076,10886018,"DAVIS JR., ROBERT THEODORE",NC,HOUSE,19,ATTORNEY AT LAW,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928530-NC-DAVIS-JR-ROBERT-THEODORE
6077,10886018,"DAVIS JR., ROBERT THEODORE",NC,HOUSE,19,CORBETT INDUSTRIES INC.,FORESTRY & FOREST PRODUCTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928530-NC-DAVIS-JR-ROBERT-THEODORE
6078,6180945,"DAVIS, DONALD",NC,SENATE,5,ST JAMES CHURCH,CLERGY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928536-NC-DAVIS-DONALD-G
6079,6180945,"DAVIS, DONALD",NC,SENATE,5,STATE COMMUNITY COLLEGE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928536-NC-DAVIS-DONALD-G
6080,13012770,"DAVIS, JAMES WAYLAND (JIM)",NC,SENATE,50,BUBBA & JUJU LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928538-NC-DAVIS-JAMES-WAYLAND-JIM
6081,13012770,"DAVIS, JAMES WAYLAND (JIM)",NC,SENATE,50,JAMES W. DAVIS DDS MS,HEALTH PROFESSIONALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928538-NC-DAVIS-JAMES-WAYLAND-JIM
6082,5904914,"DIXON, JAMES W. (JIMMY)",NC,HOUSE,4,FARMING,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928542-NC-DIXON-JR-JAMES-WILLIAM-JIMMY
6083,5904914,"DIXON, JAMES W. (JIMMY)",NC,HOUSE,4,NASH JOHNSON & SONS,POULTRY & EGGS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928542-NC-DIXON-JR-JAMES-WILLIAM-JIMMY
6084,24351835,"DOBSON, JOSHUA",NC,HOUSE,85,MCDOWELL TECHNICAL COMMUNITY COLLEGE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928546-NC-DOBSON-JOSHUA-ROBERT-JOSH
6085,6001797,"DOLLAR, JOSEPH",NC,HOUSE,36,J.N. DOLLAR AND ASSOCIATES,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928550-NC-DOLLAR-JOSEPH-NELSON
6086,5946439,"EARLE, BEVERLY",NC,HOUSE,101,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928552-NC-EARLE-BEVERLY-M
6087,13004098,"ELMORE, JEFFREY",NC,HOUSE,94,WILKES COUNTY SCHOOLS,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928556-NC-ELMORE-JEFFREY-CARTER
6088,5891420,"FAIRCLOTH JR, JOSEPH AUBREY (JOHN)",NC,HOUSE,61,JLF LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928561-NC-FAIRCLOTH-JR-JOSEPH-AUBREY-JOHN
6089,5891420,"FAIRCLOTH JR, JOSEPH AUBREY (JOHN)",NC,HOUSE,61,LIVESTOCK SALES,AGRICULTURAL SERVICES & PRODUCTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928561-NC-FAIRCLOTH-JR-JOSEPH-AUBREY-JOHN
6090,5891420,"FAIRCLOTH JR, JOSEPH AUBREY (JOHN)",NC,HOUSE,61,RETAIL CARPENTRY SOLUTIONS INC.,GENERAL CONTRACTORS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928561-NC-FAIRCLOTH-JR-JOSEPH-AUBREY-JOHN
6091,5891420,"FAIRCLOTH JR, JOSEPH AUBREY (JOHN)",NC,HOUSE,61,TRIAD REAL ESTATE GROUP LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928561-NC-FAIRCLOTH-JR-JOSEPH-AUBREY-JOHN
6092,5910161,"FARMER-BUTTERFIELD, JEAN",NC,HOUSE,24,AFTER EIGHT LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928569-NC-FARMER-BUTTERFIELD-JEAN
6093,5910161,"FARMER-BUTTERFIELD, JEAN",NC,HOUSE,24,THE ARC OF NC,MINORITY & DISABILITY GROUPS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928569-NC-FARMER-BUTTERFIELD-JEAN
6094,6457371,"FISHER, SUSAN",NC,HOUSE,114,INN ON THE BILTMORE ESTATE,LODGING & TOURISM,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928578-NC-FISHER-SUSAN-C
6095,5847291,"FLOYD, ELMER",NC,HOUSE,43,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928582-NC-FLOYD-ELMER
6096,10886130,"FORD, CARL",NC,HOUSE,76,FORD BROADCASTING INC.,TV & MOVIE PRODUCTION/DISTRIBUTION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928585-NC-FORD-CARL-LINDSEY
6097,10886130,"FORD, CARL",NC,HOUSE,76,ROWAN COUNTY,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928585-NC-FORD-CARL-LINDSEY
6098,10886821,"FORD, JOEL DOUGLAS",NC,SENATE,38,DUKE ENERGY,ELECTRIC UTILITIES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928588-NC-FORD-JOEL-DOUGLAS
6099,10886821,"FORD, JOEL DOUGLAS",NC,SENATE,38,THE NETWORK GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/3928588-NC-FORD-JOEL-DOUGLAS
